10000
31,25
14,98
18,74
55,46
25,4
89,71
60,17
14,43
50,18
26,23
96,56
0,49
27,36
90,32
86,89
14,22
6,67
45,67
62,32
27,58
80,72
30,34
45,91
37,57
51,0
37,42
79,68
41,72
36,1
56,66
98,96
57,23
68,83
4,77
92,58
38,43
35,32
32,77
35,34
75,24
75,23
71,34
79,7
87,66
0,58
71,17
36,88
29,40
34,27
48,78
15,58
87,21
77,92
34,29
62,50
14,64
25,13
2,12
24,93
55,7
44,87
94,54
59,99
47,49
18,58
2,57
35,84
89,16
73,17
65,84
0,27
41,25
18,17
71,3
24,26
63,5
63,52
95,34
30,95
34,36
11,76
8,98
75,13
97,13
17,84
35,58
50,36
16,47
79,60
36,14
4,96
59,67
95,57
61,80
9,84
15,69
7,93
93,54
23,80
43,39
7,46
70,77
34,57
83,51
77,11
63,24
60,11
80,94
97,32
38,73
63,57
32,99
41,18
57,56
5,5
18,75
41,34
54,85
24,30
89,51
81,100
20,99
40,55
41,100
61,38
96,79
8,45
82,88
58,77
100,42
74,79
62,82
41,75
6,81
96,25
47,95
35,30
23,32
59,64
41,59
51,3
5,95
74,7
83,59
3,46
59,7
34,38
90,61
100,37
86,78
3,46
7,24
69,44
77,19
26,35
97,73
62,81
64,22
89,46
69,72
45,24
83,89
89,97
37,39
58,5
9,91
82,50
63,68
19,94
68,38
3,59
5,66
3,34
25,64
100,40
0,25
9,16
22,62
7,83
32,68
1,73
8,41
73,1
79,48
96,41
67,73
91,69
26,3
15,43
64,47
6,5
8,79
52,52
49,79
20,9
95,63
83,64
98,99
76,44
42,26
49,93
59,50
30,28
93,40
2,39
62,72
29,88
59,7
51,24
1,11
41,64
54,58
72,84
81,36
28,100
46,62
86,47
0,13
44,32
44,84
94,64
24,83
96,68
44,78
20,56
51,42
13,31
99,87
29,82
71,20
2,95
87,1
93,71
1,7
88,37
87,96
29,55
12,68
56,2
98,47
57,88
97,59
76,32
50,92
4,56
46,15
36,5
94,93
91,7
33,95
34,22
77,7
74,48
11,80
23,86
35,87
4,94
87,87
65,95
53,55
57,69
18,25
81,39
86,24
18,99
55,2
86,62
34,65
47,19
13,86
32,34
20,41
46,21
60,45
28,45
6,55
11,97
39,48
83,26
45,85
35,38
75,85
100,39
71,1
91,36
33,37
38,98
58,95
24,57
12,20
75,26
3,51
22,97
19,65
78,48
24,57
50,52
29,16
53,69
54,28
52,48
42,73
19,2
2,78
79,15
97,78
44,42
7,87
81,9
85,48
27,86
71,25
78,98
89,5
22,59
91,54
95,89
36,33
27,5
8,92
18,55
35,83
0,25
45,24
32,73
46,99
61,96
84,20
18,94
92,40
89,91
35,36
33,14
19,17
43,84
90,58
9,17
70,60
55,29
32,3
27,75
3,3
60,7
90,74
59,70
97,53
78,17
26,40
99,61
16,49
70,50
10,97
98,90
24,72
8,44
18,21
96,20
68,24
52,46
46,18
11,47
69,8
11,6
43,44
18,27
14,79
46,84
4,25
44,1
3,18
25,47
62,37
44,29
13,4
46,87
71,91
57,40
81,28
95,84
94,51
34,84
17,2
87,97
11,87
99,33
8,73
27,63
20,9
81,56
53,5
78,24
95,74
34,80
50,23
19,20
21,37
32,7
45,12
42,16
48,97
88,59
84,30
11,60
82,50
60,40
35,69
89,75
39,62
38,73
89,67
2,38
40,22
5,39
35,69
95,2
93,24
34,9
84,88
0,70
2,8
63,70
74,100
27,0
20,47
56,75
91,83
38,37
95,60
45,68
87,100
67,82
3,87
100,64
65,51
10,26
86,76
89,87
94,76
76,54
77,33
14,93
34,65
87,55
45,62
42,40
19,18
64,6
64,84
50,66
10,61
44,38
75,19
83,100
7,85
1,62
23,74
67,14
15,14
76,43
75,40
30,91
67,78
34,46
40,38
50,61
69,46
15,79
78,38
84,37
19,86
35,15
28,34
92,59
1,9
41,76
24,78
48,6
81,36
64,98
78,83
77,61
25,6
93,5
10,47
97,12
42,91
68,99
16,84
28,56
19,95
76,81
57,23
16,6
77,63
86,19
14,50
67,37
93,14
70,3
73,84
92,26
55,78
86,37
100,5
27,45
50,2
21,92
34,9
61,48
90,53
21,98
22,7
81,33
34,41
59,52
45,37
28,82
76,24
14,73
27,36
30,8
74,86
71,32
31,98
38,69
69,83
46,30
74,3
96,4
6,18
15,18
6,8
3,35
59,70
97,64
66,30
78,18
14,94
0,17
71,50
2,37
82,77
74,40
30,44
21,85
25,7
81,77
87,94
25,64
23,100
99,5
1,45
37,16
29,56
33,91
81,20
91,38
61,5
77,9
61,94
45,75
63,13
52,49
32,87
10,66
2,52
31,84
71,59
59,15
9,5
16,72
80,79
31,88
60,13
19,45
80,1
98,57
64,4
80,77
10,16
10,79
18,62
6,48
9,6
51,28
15,14
33,44
86,49
83,56
43,62
27,63
15,53
47,38
94,75
87,10
26,99
56,26
81,12
8,8
34,42
92,21
32,63
31,55
51,88
95,37
98,3
73,0
99,45
11,11
0,15
13,27
71,23
35,88
14,24
1,63
44,28
54,87
49,34
87,51
25,69
92,23
74,80
91,54
79,87
5,45
17,25
88,80
93,59
89,99
8,65
51,47
50,52
62,50
67,22
80,29
31,11
86,21
44,44
15,38
66,22
9,3
73,35
22,56
96,83
33,68
92,86
80,4
26,58
70,96
32,84
10,19
84,18
12,80
92,9
52,78
96,91
53,79
41,64
35,80
62,44
12,25
31,80
41,89
92,15
68,18
88,96
24,91
18,52
92,53
23,19
54,13
18,91
44,65
7,99
94,23
96,38
71,96
59,67
22,90
9,8
12,4
59,53
77,82
52,22
14,81
9,50
47,43
17,90
100,37
63,95
82,54
100,20
47,87
20,7
72,79
16,42
78,28
59,83
9,55
70,10
52,100
41,28
65,82
49,45
23,79
24,9
3,1
66,36
4,21
52,34
48,86
80,90
40,85
17,84
65,79
30,13
94,77
24,82
13,48
6,58
90,9
77,52
97,47
4,75
75,74
80,12
100,97
69,50
80,40
41,98
12,31
4,12
7,64
87,12
58,78
13,48
66,60
41,68
79,50
87,58
31,48
45,28
66,80
63,37
10,8
93,95
13,33
32,67
24,90
18,92
41,59
37,53
53,55
72,34
22,81
16,40
94,71
52,97
1,34
79,95
36,56
96,96
99,0
6,37
54,59
34,86
20,94
31,57
51,32
73,99
45,97
30,45
42,12
47,96
31,63
23,33
30,26
69,11
76,29
86,25
14,94
61,1
30,87
1,39
57,81
41,25
32,30
16,21
75,33
15,28
24,75
72,97
38,96
82,6
70,96
25,47
98,88
49,60
76,56
93,52
76,6
37,80
81,12
62,27
76,57
9,9
97,5
70,46
10,46
35,95
72,91
39,26
56,92
12,96
40,70
9,18
65,20
80,27
75,9
28,31
13,63
93,73
38,70
66,74
55,72
67,54
26,75
83,13
7,21
89,75
33,6
55,64
3,57
60,69
73,95
43,51
70,12
24,7
64,34
59,46
19,7
85,69
40,58
63,32
80,92
28,50
45,45
96,59
83,11
91,87
35,41
25,8
81,90
50,18
91,17
81,62
93,75
24,94
12,6
74,46
66,77
6,26
43,76
53,2
22,3
73,33
66,39
33,10
17,77
32,11
39,13
96,44
36,66
23,48
94,70
53,57
11,90
61,62
84,33
18,19
14,73
88,24
83,39
33,56
78,48
0,3
61,42
34,50
40,43
39,31
70,42
71,20
25,95
55,92
50,66
97,86
93,87
20,78
17,20
98,70
16,92
24,60
88,22
39,12
1,66
68,65
69,37
34,95
18,41
63,74
19,13
67,82
18,85
98,61
27,86
29,59
90,54
13,49
10,71
50,3
30,47
10,59
96,97
25,6
59,19
88,63
46,26
77,66
4,45
62,73
51,75
4,96
28,17
43,34
81,30
3,19
76,23
49,2
86,22
61,48
66,46
92,5
84,99
60,77
54,68
63,46
71,10
50,22
37,86
6,81
36,12
61,96
87,65
56,81
93,27
73,97
14,73
65,69
20,32
70,60
29,97
77,80
11,69
34,86
22,17
88,90
55,79
64,48
86,99
20,16
93,19
24,58
74,22
10,81
40,21
53,14
42,55
