10000
315,184
-836,202
356,762
51,229
411,868
731,834
900,826
858,-243
-11,542
83,644
-181,877
577,-707
-582,-587
842,-264
566,-832
226,-121
-673,-47
532,-597
-36,-704
642,565
-520,-908
169,-395
229,-504
819,593
653,948
-647,689
505,680
-164,60
709,-406
-815,975
-606,935
968,959
569,-129
-170,341
420,774
-974,968
266,755
41,449
847,-128
530,886
-216,281
472,724
838,567
737,-917
-124,-454
-904,-249
357,-151
149,858
558,-219
-450,189
-201,150
-471,-925
-533,-989
-282,-146
760,-372
-985,983
790,-692
396,107
-90,-738
-601,567
-52,143
327,-836
-579,472
138,357
-264,-148
456,475
-130,-459
-828,-965
117,-289
705,794
88,-394
122,-244
357,-362
-900,-915
888,-546
918,540
703,-971
-436,-111
116,890
458,641
-699,735
-803,-724
979,944
353,-742
540,677
370,39
85,-337
-686,-517
-476,127
-562,-761
147,753
281,857
-126,152
419,-254
797,814
840,422
535,218
422,-92
-554,-545
11,668
-195,-513
184,-27
654,-985
974,-778
-727,-212
-498,414
926,-829
-199,-300
856,-206
-92,-240
418,177
766,-428
632,391
-616,109
-541,995
-695,-545
-319,-236
460,906
363,-918
199,688
598,-800
-513,164
-542,-908
-970,582
906,-890
-555,729
795,225
-477,-756
-966,-703
-941,-266
-538,524
-208,330
-908,-46
-418,-112
969,838
-899,628
-908,413
-950,-306
-378,-264
-808,-154
-148,-842
325,284
-625,-883
752,502
257,-903
-250,947
-948,768
92,271
-926,608
-250,25
427,648
-391,-297
26,-642
-828,295
81,138
100,671
-699,430
-293,461
506,17
-511,-553
-780,723
-795,900
370,-564
-935,780
228,168
-791,294
416,626
762,-137
-73,758
518,284
-75,611
-418,-431
338,890
-894,-243
-802,-306
-273,845
-922,-966
-776,933
-11,943
-509,633
673,-749
990,-143
349,-533
510,221
661,-469
301,444
815,724
-593,-608
-269,502
-622,-301
-601,-388
451,251
-447,488
772,260
-683,626
236,-871
505,-568
142,873
-104,-193
14,-567
8,703
-360,-36
-378,-233
-292,830
644,270
203,-90
756,-467
196,642
-243,-721
-411,156
-520,-529
926,-149
753,523
-526,-184
1,56
446,576
751,-189
-574,881
-424,-274
-97,414
-169,-237
75,-332
-115,-395
93,-464
-468,15
304,649
718,-669
-873,908
829,360
-212,-714
396,750
284,519
246,-184
680,-989
-97,749
121,-980
-650,-845
787,-25
141,965
-581,628
-727,865
-956,-291
278,644
15,-310
486,-914
613,329
-379,-603
-888,-192
509,511
-590,-601
-31,-880
-874,871
768,-245
416,120
-120,828
-358,-95
261,-782
547,939
807,658
549,124
274,-64
-554,-757
-458,-178
-77,-964
793,425
-16,252
-76,-267
743,-970
-146,-960
812,744
-769,86
976,287
-509,-153
-231,-241
-758,149
144,420
493,514
-514,902
370,10
-89,-274
669,-766
981,-622
-158,-949
774,-581
-197,190
-418,-598
-636,-593
-578,743
-996,-440
3,102
208,644
-149,-672
651,582
-128,562
172,455
-224,-298
-394,671
-445,-869
-634,593
431,-695
924,120
579,633
253,-177
325,-78
-282,365
-518,-401
-99,138
25,887
-585,340
415,180
898,-996
-482,971
-948,-70
299,-155
-149,889
255,311
855,12
884,518
948,-167
419,282
-245,-881
498,-728
493,-681
498,-323
-932,-787
839,-771
891,206
739,96
-989,-423
605,-226
-997,-38
542,-87
-735,351
297,-253
341,994
372,713
-727,-300
-995,-279
-988,287
-744,572
467,-871
515,10
-93,-850
-561,-925
-873,-41
522,-466
27,293
263,-555
-939,457
-681,-814
434,17
-157,-335
